measurement_id,paper_citation,original_source_citation,source_location,site_description,latitude,longitude,parameter_name,cas_number,category,matrix,sample_type,time_period,time_granularity,raw_value,mean_value,std_dev,min_value,max_value,n_observations,aggregation_level,limit_qualifier,detection_limit,unit,notes
81,"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Table 4, page 6","Wazirabad After Drain (WBAD), Delhi",28.663333,77.24,Nitrite,,Physical-Chemical,water,surface water,Pre-Monsoon (PRM),seasonal,,0.48,0.03,,,,site-season mean,,,mg/L,source_quote: 0.48±0.03
89,"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Table 4, page 6","Wazirabad After Drain (WBAD), Delhi",28.663333,77.24,Nitrite,,Physical-Chemical,water,surface water,Post-Monsoon (POM),seasonal,0.0,,,,,,site-season mean,,,mg/L,source_quote: 0
97,"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Table 4, page 6","Prayagraj (PJ), Uttar Pradesh (UP)",25.428333,81.861667,Nitrite,,Physical-Chemical,water,surface water,Pre-Monsoon (PRM),seasonal,,0.11,0.01,,,,site-season mean,,,mg/L,source_quote: 0.11 ± 0.01
105,"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Table 4, page 6","Prayagraj (PJ), Uttar Pradesh (UP)",25.428333,81.861667,Nitrite,,Physical-Chemical,water,surface water,Post-Monsoon (POM),seasonal,,0.09,0.01,,,,site-season mean,,,mg/L,source_quote: 0.09±0.01
27,"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Table 4, page 6","Yamunotri (YM), Uttarakhand (UK)",30.975833,78.438333,Temperature,,Physical-Chemical,water,surface water,Pre-Monsoon (PRM),seasonal,,8.3,0.53,,,,site-season mean,,,°C,source_quote: 8.3 ± 0.53
35,"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Table 4, page 6","Yamunotri (YM), Uttarakhand (UK)",30.975833,78.438333,Temperature,,Physical-Chemical,water,surface water,Post-Monsoon (POM),seasonal,,13.0,1.0,,,,site-season mean,,,°C,source_quote: 13 ± 1
43,"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Table 4, page 6","Paonta Sahib (PS), Himachal Pradesh (HP)",30.43,77.6275,Temperature,,Physical-Chemical,water,surface water,Pre-Monsoon (PRM),seasonal,,25.3,0.57,,,,site-season mean,,,°C,source_quote: 25.3 ± 0.57
51,"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Table 4, page 6","Paonta Sahib (PS), Himachal Pradesh (HP)",30.43,77.6275,Temperature,,Physical-Chemical,water,surface water,Post-Monsoon (POM),seasonal,,25.0,0.0,,,,site-season mean,,,°C,source_quote: 25±0
59,"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Table 4, page 6","Wazirabad Before Drain (WBBD), Delhi",28.708889,77.230556,Temperature,,Physical-Chemical,water,surface water,Pre-Monsoon (PRM),seasonal,,27.0,1.0,,,,site-season mean,,,°C,source_quote: 27 ± 1
67,"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Table 4, page 6","Wazirabad Before Drain (WBBD), Delhi",28.708889,77.230556,Temperature,,Physical-Chemical,water,surface water,Post-Monsoon (POM),seasonal,,21.0,0.0,,,,site-season mean,,,°C,source_quote: 21 ± 0
75,"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Table 4, page 6","Wazirabad After Drain (WBAD), Delhi",28.663333,77.24,Temperature,,Physical-Chemical,water,surface water,Pre-Monsoon (PRM),seasonal,,28.7,0.77,,,,site-season mean,,,°C,source_quote: 28.7 ± 0.77
83,"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Table 4, page 6","Wazirabad After Drain (WBAD), Delhi",28.663333,77.24,Temperature,,Physical-Chemical,water,surface water,Post-Monsoon (POM),seasonal,,21.0,0.0,,,,site-season mean,,,°C,source_quote: 21±0
91,"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Table 4, page 6","Prayagraj (PJ), Uttar Pradesh (UP)",25.428333,81.861667,Temperature,,Physical-Chemical,water,surface water,Pre-Monsoon (PRM),seasonal,,24.7,0.58,,,,site-season mean,,,°C,source_quote: 24.7 ± 0.58
99,"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Table 4, page 6","Prayagraj (PJ), Uttar Pradesh (UP)",25.428333,81.861667,Temperature,,Physical-Chemical,water,surface water,Post-Monsoon (POM),seasonal,,29.0,0.58,,,,site-season mean,,,°C,source_quote: 29±0.58
30,"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Table 4, page 6","Yamunotri (YM), Uttarakhand (UK)",30.975833,78.438333,Total Dissolved Solids,,Physical-Chemical,water,surface water,Pre-Monsoon (PRM),seasonal,,90.5,1.4,,,,site-season mean,,,mg/L,source_quote: 90.5 ± 1.4
38,"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Table 4, page 6","Yamunotri (YM), Uttarakhand (UK)",30.975833,78.438333,Total Dissolved Solids,,Physical-Chemical,water,surface water,Post-Monsoon (POM),seasonal,,102.2,1.81,,,,site-season mean,,,mg/L,source_quote: 102.2 ± 1.81
46,"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Table 4, page 6","Paonta Sahib (PS), Himachal Pradesh (HP)",30.43,77.6275,Total Dissolved Solids,,Physical-Chemical,water,surface water,Pre-Monsoon (PRM),seasonal,,204.3,2.53,,,,site-season mean,,,mg/L,source_quote: 204.3 ± 2.53
54,"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Table 4, page 6","Paonta Sahib (PS), Himachal Pradesh (HP)",30.43,77.6275,Total Dissolved Solids,,Physical-Chemical,water,surface water,Post-Monsoon (POM),seasonal,,125.6,4.01,,,,site-season mean,,,mg/L,source_quote: 125.6 ± 4.01
62,"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Table 4, page 6","Wazirabad Before Drain (WBBD), Delhi",28.708889,77.230556,Total Dissolved Solids,,Physical-Chemical,water,surface water,Pre-Monsoon (PRM),seasonal,,517.3,6.51,,,,site-season mean,,,mg/L,source_quote: 517.3 ± 6.51
70,"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Table 4, page 6","Wazirabad Before Drain (WBBD), Delhi",28.708889,77.230556,Total Dissolved Solids,,Physical-Chemical,water,surface water,Post-Monsoon (POM),seasonal,,215.7,3.58,,,,site-season mean,,,mg/L,source_quote: 215.7 ± 3.58
78,"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Table 4, page 6","Wazirabad After Drain (WBAD), Delhi",28.663333,77.24,Total Dissolved Solids,,Physical-Chemical,water,surface water,Pre-Monsoon (PRM),seasonal,,1217.0,2.85,,,,site-season mean,,,mg/L,source_quote: 1217 ± 2.85
86,"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Table 4, page 6","Wazirabad After Drain (WBAD), Delhi",28.663333,77.24,Total Dissolved Solids,,Physical-Chemical,water,surface water,Post-Monsoon (POM),seasonal,,582.5,1.93,,,,site-season mean,,,mg/L,source_quote: 582.5 ± 1.93
94,"Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Antil, S., Maurya, S., Dagar, J., Bhagat, P., Makhija, S., & Toteja, R. (2025). Insights into Water Quality of River Yamuna, India: A Comprehensive Spatial-Temporal Analysis Using Advanced Indices and Multivariate Statistical Techniques. Water Resources, 52(4), 807-829.","Table 4, page 6","Prayagraj (PJ), Uttar Pradesh (UP)",25.428333,81.861667,Total Dissolved Solids,,Physical-Chemical,water,surface water,Pre-Monsoon (PRM),seasonal,,374.0,4.0,,,,site-season mean,,,mg/L,source_quote: 374 ± 4
