error,raw_response,cleaned_response
      ""time_period"": ""June, 2000-2005"",
      ""raw_value"": 2.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 6"",
      ""source_quote"": ""Fig. 6 Spatial variation of TKN of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S1"",
      ""parameter_id"": ""P5"",
      ""time_period"": ""July, 2000-2005"",
      ""raw_value"": 2.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 6"",
      ""source_quote"": ""Fig. 6 Spatial variation of TKN of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S1"",
      ""parameter_id"": ""P5"",
      ""time_period"": ""August, 2000-2005"",
      ""raw_value"": 2.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 6"",
      ""source_quote"": ""Fig. 6 Spatial variation of TKN of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S1"",
      ""parameter_id"": ""P5"",
      ""time_period"": ""September, 2000-2005"",
      ""raw_value"": 2.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 6"",
      ""source_quote"": ""Fig. 6 Spatial variation of TKN of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S1"",
      ""parameter_id"": ""P5"",
      ""time_period"": ""October, 2000-2005"",
      ""raw_value"": 2.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 6"",
      ""source_quote"": ""Fig. 6 Spatial variation of TKN of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S1"",
      ""parameter_id"": ""P5"",
      ""time_period"": ""November, 2000-2005"",
      ""raw_value"": 2.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 6"",
      ""source_quote"": ""Fig. 6 Spatial variation of TKN of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S2"",
      ""parameter_id"": ""P5"",
      ""time_period"": ""December, 2000-2005"",
      ""raw_value"": 22.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 6"",
      ""source_quote"": ""Fig. 6 Spatial variation of TKN of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S2"",
      ""parameter_id"": ""P5"",
      ""time_period"": ""January, 2000-2005"",
      ""raw_value"": 23.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 6"",
      ""source_quote"": ""Fig. 6 Spatial variation of TKN of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S2"",
      ""parameter_id"": ""P5"",
      ""time_period"": ""February, 2000-2005"",
      ""raw_value"": 20.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 6"",
      ""source_quote"": ""Fig. 6 Spatial variation of TKN of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S2"",
      ""parameter_id"": ""P5"",
      ""time_period"": ""March, 2000-2005"",
      ""raw_value"": 25.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 6"",
      ""source_quote"": ""Fig. 6 Spatial variation of TKN of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S2"",
      ""parameter_id"": ""P5"",
      ""time_period"": ""April, 2000-2005"",
      ""raw_value"": 27.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 6"",
      ""source_quote"": ""Fig. 6 Spatial variation of TKN of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S2"",
      ""parameter_id"": ""P5"",
      ""time_period"": ""May, 2000-2005"",
      ""raw_value"": 28.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 6"",
      ""source_quote"": ""Fig. 6 Spatial variation of TKN of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S2"",
      ""parameter_id"": ""P5"",
      ""time_period"": ""June, 2000-2005"",
      ""raw_value"": 26.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 6"",
      ""source_quote"": ""Fig. 6 Spatial variation of TKN of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S2"",
      ""parameter_id"": ""P5"",
      ""time_period"": ""July, 2000-2005"",
      ""raw_value"": 15.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 6"",
      ""source_quote"": ""Fig. 6 Spatial variation of TKN of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S2"",
      ""parameter_id"": ""P5"",
      ""time_period"": ""August, 2000-2005"",
      ""raw_value"": 10.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 6"",
      ""source_quote"": ""Fig. 6 Spatial variation of TKN of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S2"",
      ""parameter_id"": ""P5"",
      ""time_period"": ""September, 2000-2005"",
      ""raw_value"": 12.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 6"",
      ""source_quote"": ""Fig. 6 Spatial variation of TKN of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S2"",
      ""parameter_id"": ""P5"",
      ""time_period"": ""October, 2000-2005"",
      ""raw_value"": 20.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 6"",
      ""source_quote"": ""Fig. 6 Spatial variation of TKN of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S2"",
      ""parameter_id"": ""P5"",
      ""time_period"": ""November, 2000-2005"",
      ""raw_value"": 22.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 6"",
      ""source_quote"": ""Fig. 6 Spatial variation of TKN of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S3"",
      ""parameter_id"": ""P5"",
      ""time_period"": ""December, 2000-2005"",
      ""raw_value"": 20.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 6"",
      ""source_quote"": ""Fig. 6 Spatial variation of TKN of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S3"",
      ""parameter_id"": ""P5"",
      ""time_period"": ""January, 2000-2005"",
      ""raw_value"": 21.0,
      ""mean_value"": null,
      ""std_dev"": null,
      ""min_value"": null,
      ""max_value"": null,
      ""n_observations"": null,
      ""aggregation_level"": ""Monthly average"",
      ""limit_qualifier"": null,
      ""detection_limit"": null,
      ""unit"": ""mg/L"",
      ""original_source_citation"": ""Mandal et al 2010"",
      ""source_location"": ""Fig. 6"",
      ""source_quote"": ""Fig. 6 Spatial variation of TKN of Yamuna River at different location of Delhi Stretch during the sampling period""
    },
    {
      ""site_id"": ""S3"",
      ""parameter_id"": ""P5"",
      ""time_period"": ""February, 2000-2005"",
      ""raw_value"": 18.0,
      ""mean_value"": null,
      ""std_dev"": null,
